District Name;Constituency Name;;Ward Name;Centre Code;Centre Name;Polling Station;Number Of Registred Voters;Null And Void;Total Number Voted;"LAZARUS
CHAKWERA (MCP)";"PETER  DOMINICO SINOSI DRIVER
KUWANI (MMD)";"ARTHUR PETER
MUTHARIKA (DPP)"
;;;;14183;Windu School;PS1;645;8;401;386;3;4
;;;;14184;Kanyang'ama School;PS1;769;3;444;205;19;217
;;;;14185;Chikanje School;PS1;989;42;524;454;5;23
;;;;14186;Chawe School;PS1;633;13;401;170;11;207
;;;;14187;Mwerankhuku School;PS1;1,042;4;222;183;5;30
;;;;;;PS2;1,042;5;239;189;11;34
;;;;14188;katongole School;PS1;457;11;358;338;4;5
;;;;14235;Chiluzi/Namadzidzi School;PS1;2,068;8;424;402;2;12
;;;;;;PS2;2,068;7;416;399;4;6
;;;;;;PS3;2,068;12;428;407;0;9
;;;;14236;Mbozi Village/Outreach;PS1;522;3;359;353;1;2
;;;;14237;Mpango School;PS1;1,171;13;352;294;2;43
;;;;;;PS2;1,171;4;364;322;3;35
;Dedza West;;Msundudzi;14189;Mkomatulo School;PS1;1,776;10;552;499;6;37
;;;;;;PS2;1,776;2;496;458;3;33
;;;;14190;Kapsya School;PS1;1,212;3;420;387;1;29
;;;;;;PS2;1,212;5;413;386;1;21
;;;;14191;Chimphalika School;PS1;1,229;17;395;358;6;14
;;;;;;PS2;1,229;14;365;321;2;28
;;;;14192;Chimwangalu School;PS1;2,829;3;526;485;2;36
;;;;;;PS2;2,829;10;514;461;1;42
;;;;;;PS3;2,829;6;503;446;4;47
;;;;14193;Kamphemba School;PS1;2,087;5;376;353;3;15
;;;;;;PS2;2,087;2;356;334;2;18
;;;;;;PS3;2,087;1;318;307;0;10
;;;;14194;Mchenga School;PS1;1,793;16;542;487;3;36
;;;;;;PS2;1,793;15;517;473;1;28
;;;;14195;Chowo School;PS1;1,049;13;321;288;5;15
;;;;;;PS2;1,049;7;311;294;2;8
;;;;14196;Msunduzi School;PS1;1,632;4;514;489;0;21
;;;;;;PS2;1,632;9;497;474;4;10
;;;;14197;Thawale School;PS1;610;8;380;365;0;7
;;;;14198;Kafotokoza Village;PS1;690;8;443;397;3;35
;;;;14207;Mchenkhula School;PS1;923;6;584;556;3;19
;;;;14238;Mwalawathonga School;PS1;670;7;380;355;6;12
;;;Kambirimbiri;14199;Liabunya School;PS1;971;28;569;509;9;23
;;;;14200;Mikhuthe School;PS1;920;12;533;498;4;19
;;;;14201;Kaimvi School;PS1;1,318;7;414;384;2;21
;;;;;;PS2;1,318;12;416;377;4;23
;;;;14202;Madzimayera Sch;PS1;1,064;7;278;257;2;12
;;;;;;PS2;1,064;13;248;225;4;6
;;;;14203;Lifidzi school;PS1;1,420;11;389;347;5;26
;;;;;;PS2;1,420;16;334;289;4;25
;;;;14204;Chimkwita School;PS1;1,207;3;315;268;7;37
;;;;;;PS2;1,207;18;289;233;5;33
;;;;14205;Mikondo School;PS1;2,312;11;421;381;9;20
;;;;;;PS2;2,312;13;417;378;8;18
;;;;;;PS3;2,312;8;397;365;4;20
;;;;14206;Chinkhwamba School;PS1;1,921;5;492;473;1;13
;;;;;;PS2;1,921;9;474;455;1;9
;Dedza Central East;;Mkundi;14208;Kandere School;PS1;1,572;7;512;483;9;13
;;;;;;PS2;1,572;17;561;517;3;24
;;;;14209;Mkundi School;PS1;1,053;1;391;386;1;3
;;;;;;PS2;1,053;1;364;360;1;2
;;;;14210;Dzenza School;PS1;2,075;10;502;480;5;7
;;;;;;PS2;2,075;6;481;463;1;11
;;;;;;PS3;2,075;6;492;470;2;14
;;;;14211;Kakolo School;PS1;1,921;25;673;626;4;18
;;;;;;PS2;1,921;39;652;598;2;13
;;;;14212;Mchokera School;PS1;1,898;38;616;575;1;2
;;;;;;PS2;1,898;26;566;530;1;9
;;;;14213;Mwalawanthomba School;PS1;1,012;0;344;329;1;14
;;;;;;PS2;1,012;3;344;321;1;19
;;;;14214;Tsoyo Dip Tank Ground;PS1;1,166;3;402;393;2;4
;;;;;;PS2;1,166;11;405;389;1;4
;;;;14215;Chilakalaka Ground;PS1;794;16;602;575;3;8
;;;Chongoni;14158;Chongoni College;PS1;347;0;251;234;1;16
;;;;14216;Gwengwele School;PS1;2,048;8;492;475;2;7
;;;;;;PS2;2,048;10;507;490;0;7
;;;;;;PS3;2,048;33;499;458;4;4
;;;;14217;Mkhaza Court;PS1;1,511;2;407;331;9;65
;;;;;;PS2;1,511;4;442;364;6;68
;;;;14218;Hinda School;PS1;1,684;22;573;515;14;22
;;;;;;PS2;1,684;11;573;544;3;15
;;;;14219;Lombodzi School;PS1;948;10;648;582;7;49
;;;;14220;Kaphuka School;PS1;1,181;16;455;430;5;4
;;;;;;PS2;1,181;4;447;438;0;5
;;;;14222;Katawa School;PS1;1,829;6;628;610;1;11
;;;;;;PS2;1,829;2;602;593;3;4
;;;;14223;Phaka School;PS1;974;4;652;639;5;4
;;;;14224;Msongwe School;PS1;763;3;527;506;0;18
;;;;14225;Linthipe Primary School;PS1;628;4;441;416;0;21
;;;;14227;Mkumbuka School;PS1;745;19;538;509;2;8
;;;;14228;Mpata wa Milonde School;PS1;1,011;5;378;369;0;4
;;;;;;PS2;1,011;2;394;387;1;4
;;;;14239;Mchepa Ground;PS1;939;31;611;561;5;14
;;;;14240;Katsache Ground;PS1;322;6;196;157;1;32
Ntcheu;Ntcheu North East;;Mphepozinai;15001;Malimwe School;PS1;1,160;8;305;225;9;63
;;;;;;PS2;1,160;6;295;224;11;54
;;;;15002;Mphepozinai School;PS1;1,612;6;410;341;6;57
;;;;;;PS2;1,612;3;395;326;9;57
;;;;15003;Pamdule School;PS1;730;2;365;314;8;41
;;;;15004;Mtsunduliza School;PS1;1,278;5;407;290;2;110
;;;;;;PS2;1,278;3;418;286;9;120
;;;;15005;Namitengo School;PS1;1,373;8;361;292;15;46
;;;;;;PS2;1,373;7;376;306;21;42
;;;;15006;Chauta School;PS1;674;6;384;355;11;12
;;;;15007;Kansapato School;PS1;585;4;362;305;11;42
;;;;15008;Mtumba School;PS1;1,701;4;460;381;10;65
;;;;;;PS2;1,701;7;430;347;10;66
;;;;15009;Kabekere Court;PS1;448;4;266;234;7;21
;;;;15010;Thambo School;PS1;1,342;9;452;385;10;48
;;;;;;PS2;1,342;4;452;392;9;47
;;;;15011;Kapalamula School;PS1;547;2;283;218;7;56
;;;;15012;Zakazaka School;PS1;748;3;463;415;10;35
;;;;15013;Muluma School;PS1;628;3;353;305;6;39
;;;;15014;Dombole School;PS1;430;2;289;237;6;44
;;;;15015;Phaka School;PS1;806;3;384;328;10;43
;;;;15016;Kalumbu School;PS1;999;11;472;363;33;65
;;;;15017;Tchauya School;PS1;1,438;7;403;314;17;65
;;;;;;PS2;1,438;2;381;303;15;61
;;;;15018;Chikapa Court;PS1;1,181;4;401;243;0;154
;;;;;;PS2;1,181;4;394;225;4;161
;;;;15019;Gowa School;PS1;1,120;0;270;222;3;45
;;;;;;PS2;1,120;5;304;243;6;50
;;;;15020;Muwalo School;PS1;976;6;555;436;26;87
;;;;15159;Chimwala School;PS1;737;13;489;419;25;32
;;;Kandeu;15021;Zaunda School;PS1;824;5;515;440;20;50
;;;;15022;Ganya School;PS1;2,123;7;457;417;8;25
;;;;;;PS2;2,123;6;437;401;8;22
;;;;;;PS3;2,123;6;430;384;8;32
;;;;15023;Bonongwe School;PS1;612;9;313;215;9;80
;;;;15024;Livulezi School;PS1;856;7;497;460;13;17
;;;;15025;Tchale School;PS1;665;11;445;397;12;25
;;;;15026;Magombwa School;PS1;1,193;2;268;236;4;26
;;;;;;PS2;1,193;3;306;258;10;35
;;;;15027;Linkhuwe School;PS1;755;4;422;377;7;34
;;;;15028;Dauka School;PS1;654;2;385;337;22;24
;;;;15029;Chiwisi School;PS1;884;6;526;444;21;55
;;;;15030;Kampanje School;PS1;1,119;1;320;295;18;6
;;;;;;PS2;1,119;4;334;301;16;13
;;;;15031;Katedze School;PS1;772;2;381;337;23;19
;;;;15032;Fiso Sch;PS1;730;6;360;329;12;13
;;;;15033;Namale Sch;PS1;1,007;2;270;235;10;23
;;;;;;PS2;1,007;2;262;232;11;17
;;;;15034;Chigodi Sch;PS1;1,574;3;429;352;14;60
;;;;;;PS2;1,574;2;421;371;6;42
;;;;15035;Foso Sch;PS1;777;6;458;353;27;72
;;;;15036;Sitolo Village;PS1;523;5;339;292;7;35
;Ntcheu Bwanje North;;Kasinje;15037;Kasinje School;PS1;2,719;9;429;360;8;52
;;;;;;PS2;2,719;3;428;366;16;43
;;;;;;PS3;2,719;1;414;345;11;57
;;;;15038;Mafuwa School;PS1;2,239;1;285;260;7;17
;;;;;;PS2;2,239;2;275;242;3;28
;;;;;;PS3;2,239;2;274;238;7;27
;;;;15039;Kalira School;PS1;2,126;3;255;174;6;72
;;;;;;PS2;2,126;3;269;185;6;75
;;;;;;PS3;2,126;1;259;172;3;83
;;;;15040;Kulanga School;PS1;2,383;3;298;262;7;26
;;;;;;PS2;2,383;2;315;275;7;31
;;;;;;PS3;2,383;1;270;230;6;33
;;;;15041;Mitongwe School;PS1;932;0;369;311;16;42
;;;;15042;Mpatsa School;PS1;1,139;3;294;264;3;24
;;;;;;PS2;1,139;5;314;270;2;37
;;;;15043;Khola School;PS1;3,001;4;363;337;7;15
;;;;;;PS2;3,001;1;344;315;5;23
;;;;;;PS3;3,001;4;349;322;4;19
;;;;;;PS4;3,001;2;319;290;4;23
;;;;15044;Dimba School;PS1;1,262;5;274;188;8;73
;;;;;;PS2;1,262;3;279;192;4;80
;;;;15045;Nthumbo School;PS1;3,093;6;326;245;5;70
;;;;;;PS2;3,093;4;326;244;9;69
;;;;;;PS3;3,093;0;312;244;6;62
;;;;;;PS4;3,093;3;303;231;3;66
;;;;15046;Namkokota School;PS1;1,232;0;255;208;8;39
;;;;;;PS2;1,232;1;268;208;5;54
;;;;15047;Chipindu School;PS1;931;4;464;370;16;74
;;;Sharpe Valley;15048;Sharpe Valley School;PS1;2,831;3;465;387;4;71
;;;;;;PS2;2,831;1;450;381;6;62
;;;;;;PS3;2,831;5;459;396;11;47
;;;;15049;Bwanje School;PS1;2,942;1;450;284;4;161
;;;;;;PS2;2,942;3;413;283;9;118
;;;;;;PS3;2,942;3;426;294;3;126
;;;;15050;Kalande School;PS1;1,353;2;249;185;9;53
;;;;;;PS2;1,353;2;243;184;7;50
;;;;15051;Mawira School;PS1;887;4;490;420;13;53
;;;;15052;Mchochoma School;PS1;1,330;4;271;217;6;44
;;;;;;PS2;1,330;2;258;211;3;42
;;;;15053;Ntchera School;PS1;672;3;283;199;9;72
;;;;15054;Nansato School;PS1;493;2;208;160;10;36
;;;;15160;Nsanza School;PS1;1,318;2;268;181;11;74
;;;;;;PS2;1,318;2;255;167;4;82
;Ntcheu Bwanje South;;Mwalawoyera;15055;Kadambwe School;PS1;912;4;336;189;10;133
;;;;15056;Mphika School;PS1;1,375;1;228;179;8;40
;;;;;;PS2;1,375;6;233;183;11;33
;;;;15057;Tambala School;PS1;647;0;290;236;8;46
;;;;15058;Mwalawoyera School;PS1;738;5;330;252;4;69
;;;;15059;Mwalawoyera Admarc;PS1;949;8;340;215;12;105
;;;;15060;2 Nsanga School;PS1;761;1;252;172;11;68
;;;;15061;7 Kaimaima School;PS1;767;2;201;124;12;63
;;;Bilira;15062;Banda Court;PS1;1,996;4;448;306;10;128
;;;;;;PS2;1,996;3;443;318;10;112
;;;;15063;Khomba School;PS1;2,555;3;298;86;5;204
;;;;;;PS2;2,555;3;303;96;4;200
;;;;;;PS3;2,555;2;294;73;4;215
;;;;15064;Muthe School;PS1;1,336;1;296;96;3;196
;;;;;;PS2;1,336;2;256;78;1;175
;;;;15065;Chikande School;PS1;1,993;2;409;158;5;244
;;;;;;PS2;1,993;3;418;169;9;237
;;;;15066;Banda School;PS1;2,762;2;292;114;3;173
;;;;;;PS2;2,762;5;251;93;4;149
;;;;;;PS3;2,762;0;264;105;4;155
;;;;15067;Mapondera School;PS1;1,822;0;228;71;1;156
;;;;;;PS2;1,822;3;201;57;4;137
;;;;15068;Mpotola School;PS1;2,631;3;337;245;6;83
;;;;;;PS2;2,631;5;333;222;9;97
;;;;;;PS3;2,631;3;302;208;5;86
;;;;15069;Nkhongwe School;PS1;987;3;402;180;12;207
;;;;15070;Kambuku School;PS1;872;2;260;156;8;94
;;;;15161;Kambuku II School;PS1;972;3;367;127;5;232
;Ntcheu Central;;Dzunje;15071;Madzanje Court;PS1;2,154;6;399;345;12;36
;;;;;;PS2;2,154;8;401;338;5;50
;;;;;;PS3;2,154;5;415;373;7;30
;;;;15072;Makwangwala Court;PS1;2,225;7;372;304;8;53
;;;;;;PS2;2,225;0;393;338;11;44
;;;;;;PS3;2,225;3;382;327;6;46
;;;;15073;Khuzi School;PS1;2,240;7;388;333;8;40
;;;;;;PS2;2,240;12;399;344;9;34
;;;;;;PS3;2,240;2;415;369;6;38
;;;;15074;Nachiye/Kamtema School;PS1;1,940;7;431;370;8;46
;;;;;;PS2;1,940;0;449;401;9;39
;;;;15075;Livalo School;PS1;1,942;4;585;539;6;36
;;;;;;PS2;1,942;6;543;495;6;36
;;;;15076;Chimatu School;PS1;1,859;3;518;437;13;65
;;;;;;PS2;1,859;8;498;419;5;66
;;;;15077;Saiwa School;PS1;1,019;4;251;200;4;43
;;;;;;PS2;1,019;4;256;198;4;50
;;;;15078;Nsipe School;PS1;1,231;5;408;343;10;50
;;;;;;PS2;1,231;1;425;383;2;39
;;;;15079;Wanyemba Admarc;PS1;948;5;491;395;18;73
;;;;15080;Bangala School;PS1;904;10;576;486;14;66
;;;;15081;Kampepuza TC Council Office;PS1;1,633;4;467;391;4;68
;;;;;;PS2;1,633;7;463;374;8;74
;;;;15162;Kanjati School;PS1;1,021;1;225;127;4;93
;;;;;;PS2;1,021;3;214;123;5;83
;;;;15163;Chimbani School;PS1;1,157;1;261;198;4;58
;;;;;;PS2;1,157;2;287;224;8;53
;;;Livilidzi;15082;Bawi School;PS1;2,502;3;476;410;2;61
;;;;;;PS2;2,502;7;438;380;5;46
;;;;;;PS3;2,502;3;448;392;2;51
;;;;15083;Champiti Court;PS1;1,117;1;334;286;4;43
;;;;;;PS2;1,117;1;340;289;1;49
;;;;15084;Nsiyaludzu School;PS1;2,595;7;403;271;10;115
;;;;;;PS2;2,595;7;399;272;6;114
;;;;;;PS3;2,595;2;407;267;4;134
;;;;15085;Bemvu School;PS1;779;7;411;359;5;40
;;;;15086;Kadansana School;PS1;890;9;546;485;12;40
;;;;15087;Hau School;PS1;1,565;3;383;240;6;134
;;;;;;PS2;1,565;5;382;255;4;118
;;;;15088;Kuthakwanasi School;PS1;1,555;5;366;297;12;52
;;;;;;PS2;1,555;3;400;348;8;41
;;;;15089;Gunde School;PS1;548;4;226;123;6;93
;;;;15090;Tseka School;PS1;1,883;7;422;312;11;92
;;;;;;PS2;1,883;1;405;299;16;89
;;;;15091;Kame School;PS1;1,599;4;375;222;5;144
;;;;;;PS2;1,599;5;353;177;7;164
;;;;15092;Nsipe Admarc;PS1;1,673;11;542;512;0;19
;;;;;;PS2;1,673;7;486;451;4;24
;;;;15093;Gwauya School;PS1;1,383;3;412;337;9;63
;;;;;;PS2;1,383;1;406;310;13;82
;;;;15094;Kabwazi School;PS1;2,079;3;326;263;5;55
;;;;;;PS2;2,079;2;323;273;5;43
;;;;;;PS3;2,079;2;315;241;5;67
;;;;15095;Namanyenyezi School;PS1;996;8;588;384;4;192
;Ntcheu South;;Likudzi;15096;Mikoke School;PS1;2,874;6;457;305;7;139
;;;;;;PS2;2,874;4;492;334;5;149
;;;;;;PS3;2,874;9;450;304;9;128
;;;;15097;Matale School;PS1;1,602;9;460;346;20;85
;;;;;;PS2;1,602;2;421;323;9;87
;;;;15098;Chitale School;PS1;405;0;229;98;5;126
;;;;15099;Matchereza School;PS1;685;0;302;110;4;188
;;;;15100;Manjawira School;PS1;2,496;3;447;291;5;148
;;;;;;PS2;2,496;4;448;299;10;135
;;;;;;PS3;2,496;1;430;289;4;136
;;;;15101;Namisu School;PS1;826;2;310;189;5;114
;;;;15102;Kachere School;PS1;682;2;249;100;14;133
;;;;15103;Senzani School;PS1;1,106;3;293;177;8;105
;;;;;;PS2;1,106;1;304;180;9;114
;;;;15104;Mokhotho School;PS1;671;5;316;79;8;224
;;;;15105;Buche School;PS1;380;0;141;72;5;64
;;;;15106;Ngongomwa School;PS1;611;1;286;63;8;214
;;;;15107;Likudzi School;PS1;572;1;281;182;7;91
;;;;15108;Mbuna School;PS1;213;0;95;39;1;55
;;;;15109;Mamboma School;PS1;348;2;155;102;8;43
;;;Ntonda;15110;Ntonda Court;PS1;4,078;0;375;279;5;91
;;;;;;PS2;4,078;0;369;253;9;107
;;;;;;PS3;4,078;2;397;294;13;88
;;;;;;PS4;4,078;2;407;309;2;94
;;;;;;PS5;4,078;1;363;261;8;93
;;;;15111;Jumbe School;PS1;1,601;6;345;148;3;188
;;;;;;PS2;1,601;1;327;144;3;179
;;;;15112;Kammwamba School;PS1;3,332;3;409;230;9;167
;;;;;;PS2;3,332;2;397;225;12;158
;;;;;;PS3;3,332;3;392;220;9;160
;;;;;;PS4;3,332;3;376;224;12;137
;;;;15113;Khulo School;PS1;1,020;0;161;101;5;55
;;;;;;PS2;1,020;1;177;108;4;64
;;;;15114;Phatizo School;PS1;1,065;1;197;136;2;58
;;;;;;PS2;1,065;1;173;118;10;44
;;;;15115;Bayani School;PS1;1,685;1;327;229;8;89
;;;;;;PS2;1,685;6;273;165;6;96
;;;;15116;Katsalam'bande School;PS1;956;0;354;134;2;218
;;;;15117;Chikowa School;PS1;1,620;5;396;313;10;68
;;;;;;PS2;1,620;16;430;304;18;92
;Ntcheu North;;Njolomole;15118;Mtchakhatha Court;PS1;2,595;6;553;319;9;219
;;;;;;PS2;2,595;2;562;339;9;212
;;;;;;PS3;2,595;3;538;303;4;228
;;;;15119;Kadzakalowa School;PS1;1,812;8;528;432;12;76
;;;;;;PS2;1,812;1;481;399;12;69
;;;;15120;Chipula School;PS1;3,231;4;391;265;5;117
;;;;;;PS2;3,231;8;394;286;8;92
;;;;;;PS3;3,231;5;414;269;7;133
;;;;;;PS4;3,231;2;361;246;10;103
;;;;15121;Thanganyika School;PS1;2,154;4;377;266;8;99
;;;;;;PS2;2,154;4;395;286;7;98
;;;;;;PS3;2,154;2;369;285;6;76
;;;;15122;Lithete School;PS1;1,443;3;332;273;11;45
;;;;;;PS2;1,443;10;311;243;10;48
;;;;15123;Nkhande RTC;PS1;359;1;197;163;4;29
;;;;15124;Nsesedzi School;PS1;740;10;423;317;25;71
;;;Lizulu;15125;Lizulu School;PS1;2,712;6;537;476;4;51
;;;;;;PS2;2,712;3;539;455;9;72
;;;;;;PS3;2,712;3;515;429;6;77
;;;;15126;Kalichero Court;PS1;1,229;0;384;335;5;44
;;;;;;PS2;1,229;4;352;305;6;37
;;;;15127;Chilobwe School;PS1;1,088;0;244;187;3;54
;;;;;;PS2;1,088;0;259;198;4;57
;;;;15128;Mlanda School;PS1;1,713;4;522;461;12;45
;;;;;;PS2;1,713;3;503;446;3;51
;;;;15129;Njonjo School;PS1;541;2;297;230;10;55
;;;;15130;Khombwe School;PS1;1,019;3;302;260;3;36
;;;;;;PS2;1,019;1;280;244;9;26
;;;;15131;Nsanawang'ombe School;PS1;535;4;351;306;8;33
;;;;15132;Chibonga School;PS1;968;8;423;306;6;103
;;;;15133;Guli School;PS1;631;5;473;380;19;69
;;;;15164;Maluza school;PS1;726;1;351;175;12;163
;;;;15165;Kaonda school;PS1;926;3;521;447;6;65
;Ntcheu West;;Gomani Chikuse;15134;Kaloga Court;PS1;2,966;5;495;336;8;146
;;;;;;PS2;2,966;8;480;283;27;162
;;;;;;PS3;2,966;8;499;305;17;169
;;;;15135;Assembly Chamber;PS1;3,333;5;533;434;3;91
;;;;;;PS2;3,333;0;496;403;3;90
;;;;;;PS3;3,333;3;473;398;2;70
;;;;;;PS4;3,333;1;501;421;4;75
;;;;;;PS5;3,333;0;0;0;0;0
;;;;15136;Chipusile School;PS1;1,442;1;240;128;4;107
;;;;;;PS2;1,442;1;246;131;0;114
;;;;15137;Chibweya School;PS1;1,167;1;260;207;2;50
;;;;;;PS2;1,167;3;273;205;12;53
;;;;15138;Kambilonjo School;PS1;1,596;2;380;261;10;107
;;;;;;PS2;1,596;2;389;284;5;98
;;;;15139;Chikuse School;PS1;1,088;3;286;186;7;90
;;;;;;PS2;1,088;4;285;211;7;63
;;;;15140;Dzonzi Mvai School;PS1;697;1;196;138;6;51
;;;;15141;Mwansambe School;PS1;573;4;277;232;13;28
;;;;15142;Chiole School;PS1;1,061;2;292;248;9;33
;;;;;;PS2;1,061;1;297;258;6;32
;;;;15143;Community Hall;PS1;5,386;2;541;433;0;106
;;;;;;PS2;5,386;3;520;411;7;99
;;;;;;PS3;5,386;15;557;438;4;100
;;;;;;PS4;5,386;7;537;441;2;87
;;;;;;PS5;5,386;4;525;392;1;128
;;;;;;PS6;5,386;4;559;429;5;121
;;;;15144;Chitungu School;PS1;1,537;2;475;417;4;52
;;;;;;PS2;1,537;3;498;427;8;60
;;;;15145;Gongolo School;PS1;1,590;10;502;441;4;47
;;;;;;PS2;1,590;11;474;398;11;54
;;;;15146;Gomeza School;PS1;647;2;260;189;6;63
;;;;15147;Gumbu School;PS1;1,337;1;460;395;8;56
;;;;;;PS2;1,337;7;446;371;8;60
;;;;15148;Dzoole School;PS1;1,098;0;340;275;9;56
;;;;;;PS2;1,098;6;317;244;13;54
;;;Tsangano;15149;Katsekera School;PS1;1,020;0;194;124;9;61
;;;;;;PS2;1,020;1;214;144;10;59
;;;;15150;Doviko School;PS1;2,688;5;336;117;2;212
;;;;;;PS2;2,688;3;343;137;3;200
;;;;;;PS3;2,688;2;369;125;4;238
;;;;15151;Tsangano Sch;PS1;1,611;3;368;262;16;87
;;;;;;PS2;1,611;10;361;253;15;83
;;;;15152;Tsangano Admarc;PS1;1,387;3;326;182;9;132
;;;;;;PS2;1,387;3;296;180;10;103
;;;;15153;Kankhuni School;PS1;1,649;19;394;52;7;316
;;;;;;PS2;1,649;6;377;55;7;309
;;;;15154;Golimchimanga School;PS1;1,463;5;314;91;9;209
;;;;;;PS2;1,463;3;348;76;4;265
;;;;15155;Dzinjiliza School;PS1;773;2;319;187;13;117
;;;;15156;Chakudza School;PS1;1,494;21;279;62;3;193
;;;;;;PS2;1,494;3;303;82;5;213
;;;;15157;Satemwa School;PS1;1,067;3;131;66;4;58
;;;;;;PS2;1,067;0;166;74;2;90
;;;;15158;Kabango School;PS1;1,174;1;199;77;7;114
;;;;;;PS2;1,174;2;198;63;4;129
;;;;15166;Kakhobwe School;PS1;1,066;6;197;69;11;111
;;;;;;PS2;1,066;0;220;87;9;124
Mangochi;Mangochi North;;Makanjira North;16001;Kango School;PS1;2,272;5;488;18;3;462
;;;;;;PS2;2,272;5;483;16;7;455
;;;;;;PS3;2,272;8;473;16;5;444
;;;;16002;Maganga School;PS1;2,343;1;341;44;0;296
;;;;;;PS2;2,343;2;338;34;2;300
;;;;;;PS3;2,343;10;336;30;2;294
;;;;16003;Lulanga School;PS1;2,878;11;603;34;6;552
;;;;;;PS2;2,878;14;615;24;4;573
;;;;;;PS3;2,878;11;617;27;3;576
;;;;16004;Ching'anda School;PS1;746;4;495;43;3;445
;;;;16005;Mtsinje School;PS1;618;15;270;25;4;226
;;;;16006;Namitukuta School;PS1;1,296;4;348;24;4;316
;;;;;;PS2;1,296;8;352;27;15;302
;;;;16007;Chongwe School;PS1;1,344;3;357;40;4;310
;;;;;;PS2;1,344;9;348;36;5;298
;;;;16008;Mpamila School;PS1;801;7;543;40;1;495
;;;;16009;Jumbe/Njerenje School;PS1;1,148;4;246;39;9;194
;;;;;;PS2;1,148;6;242;40;8;188
;;;;16010;Nanyundo School;PS1;1,997;23;610;31;10;546
;;;;;;PS2;1,997;27;592;38;9;518
;;;;16011;Gome School;PS1;246;0;104;20;1;83
;;;;16012;Ntondo School;PS1;1,010;3;237;11;1;222
;;;;;;PS2;1,010;2;229;8;0;219
;;;;16241;Makolo School;PS1;516;5;394;20;5;364
;;;;16242;Chitedze school;PS1;555;3;288;19;3;263
;;;Makanjira South;16013;Namalweso School;PS1;1,227;8;395;54;3;330
;;;;;;PS2;1,227;5;430;41;0;384
;;;;16014;Liwesa School;PS1;2,811;9;380;143;3;225
;;;;;;PS2;2,811;14;383;178;5;186
;;;;;;PS3;2,811;7;377;168;6;196
;;;;16015;Unga I School;PS1;532;6;354;27;8;313
;;;;16016;Mpilipili School;PS1;4,244;2;419;137;0;280
;;;;;;PS2;4,244;6;423;129;3;285
;;;;;;PS3;4,244;4;424;138;11;271
;;;;;;PS4;4,244;7;439;139;3;290
;;;;;;PS5;4,244;16;421;129;4;272
;;;;16017;Lupetere Shool;PS1;1,673;8;461;52;8;393
;;;;;;PS2;1,673;13;463;48;5;397
;;;;16018;Lugola School;PS1;1,198;4;360;20;0;336
;;;;;;PS2;1,198;7;378;19;1;351
;;;;16019;Nkonang'ona School;PS1;1,549;13;430;22;11;384
;;;;;;PS2;1,549;11;453;27;3;412
;;;;16020;Chimbiya School;PS1;1,653;9;388;61;8;310
;;;;;;PS2;1,653;10;403;53;8;332
;;;;16243;Chilinda school;PS1;1,550;10;444;22;4;408
;;;;;;PS2;1,550;10;402;18;10;364
;;;;16244;Msomanga school;PS1;939;29;565;35;13;488
;;;;16245;Chilawe Village;PS1;1,101;7;272;23;5;237
;;;;;;PS2;1,101;7;277;29;4;237
;Mangochi North East;;Malindi;16021;Malindi Primary School;PS1;2,317;5;511;84;1;421
;;;;;;PS2;2,317;5;487;74;4;404
;;;;;;PS3;2,317;10;511;66;2;433
;;;;16022;Chipereka School;PS1;2,047;10;444;21;7;406
;;;;;;PS2;2,047;7;476;10;5;454
;;;;;;PS3;2,047;5;468;19;3;441
;;;;16023;Makumba School;PS1;2,970;7;672;51;4;610
;;;;;;PS2;2,970;17;683;57;10;599
;;;;;;PS3;2,970;7;658;48;3;600
;;;;16024;Ntengeza School;PS1;2,913;17;631;19;3;592
;;;;;;PS2;2,913;14;626;22;2;588
;;;;;;PS3;2,913;18;569;21;15;515
;;;;16025;Mdala  Makumba School;PS1;1,168;21;387;24;5;337
;;;;;;PS2;1,168;6;380;11;7;356
;;;;16026;Taliya School;PS1;1,060;29;306;40;7;230
;;;;;;PS2;1,060;10;327;41;5;271
;;;;16027;Sungusya School;PS1;1,580;8;504;26;6;464
;;;;;;PS2;1,580;3;503;57;7;436
;;;Mikongo;16028;Chimbende School;PS1;1,624;26;544;33;5;480
;;;;;;PS2;1,624;14;546;44;4;484
;;;;16029;Njera School;PS1;1,123;12;396;14;1;369
;;;;;;PS2;1,123;12;385;13;1;359
;;;;16030;Chikomwe School;PS1;2,045;19;442;17;5;401
;;;;;;PS2;2,045;10;451;23;5;413
;;;;;;PS3;2,045;13;431;13;10;395
;;;;16031;Malukula School;PS1;1,654;19;581;41;5;516
;;;;;;PS2;1,654;12;595;44;3;536
;;;;16032;Mtamira School;PS1;1,262;8;457;30;5;414
;;;;;;PS2;1,262;11;463;38;2;412
;;;;16033;Chiusi School;PS1;1,377;16;462;36;5;405
;;;;;;PS2;1,377;16;471;36;3;416
;;;;16034;Malombera School;PS1;1,126;9;421;19;3;390
;;;;;;PS2;1,126;8;431;15;2;406
;;;;16035;Litete School;PS1;1,544;22;509;22;7;458
;;;;;;PS2;1,544;16;522;25;10;471
;;;;16036;Masi J. P. School;PS1;733;7;412;33;6;366
;;;Mtumbwasi;16238;GVH Mbaluku / Market;PS1;2,094;4;450;47;2;397
;;;;;;PS2;2,094;2;440;42;2;394
;;;;;;PS3;2,094;11;431;32;9;379
